dataset,status,n_features,beam_size,attempt,refinement_type,r2,rmse,complexity,seconds,error,noise_strength,expr
344_mv,ok,10,64,2,BFGS,0.9384245535053352,2.37742866810499,126,54.70,,0.1,(0.12376517039821677 + (((-5.875769976119344 * abs((1.066504701286994 + (-5.801563767437156e-07 * ((-19.94909374672912 + (0.018109774499670123 * x_9)) * ((116.52247727336305 * (-0.7257530966188903 + (2.1036321641127254 * x_6))) + (((0.259976363123565 * (((-0.42034746226862807 * (-0.7257530966188903 + (2.1036321641127254 * x_6))) + (-2.2997794413548602 * abs((58.078798876686335 + (35.63291144983509 * (-0.7257530966188903 + (2.1036321641127254 * x_6))))))))**2) + (((210.54302215791233 * (0.07176828705486599 + (1.6917112741967857 * x_4))) + (((25.39847606270483 * ((1.7658557488129727 + (0.08995946873872879 * (1.3389884173455886 + (0.3190495684869531 * x_3)))))**2) + (4.821992579854019 * abs((35.51773592707248 + (314.7439199561371 * (-0.6964409092807232 + (1.5476464650682737 * x_2))))))) + (-49.338326265052245 * (8.731675768609247 + (0.6975312065809712 * x_1))))) + (-0.46860252108138156 * (0.9175113942281458 + (0.09481017314613248 * x_5))))) + (-0.08262425328176871 + (0.3485338209019501 * x_0))))))))) + (0.17232073799688807 * abs((23.99336652645249 + (11.309395958728516 * (0.9175113942281458 + (0.09481017314613248 * x_5))))))) * exp((0.49309110154827773 + (-1.9526656270927791 * (-0.5619514869490163 + (2.341464528954235 * x_7)))))))
485_analcatdata_vehicle,ok,4,256,4,BFGS,0.7188916914476122,149.17728384365432,95,211.97,,0.1,(43.950502350126726 + (((1.5482511706505964 * (((0.06086844997167079 * ((90.90091180499672 + (-138.59738187768863 * (-1.0 + (2.0 * x_1)))))**2) + (-0.29935408140976927 * ((0.10653556652220014 + (59.35326389920738 * (-1.4638501094227998 + (0.5855400437691199 * x_3)))))**2)) * ((-0.052065751693300355 + (0.13598382941694542 * (-1.0 + (2.0 * x_2)))))**2)) + (0.02788780258187326 * (((79.34528309307501 * (-1.0 + (2.0 * x_0))) + (0.0600379182591195 * ((-0.17476161433219284 + (103.71972532722452 * (-1.0 + (2.0 * x_0)))))**2)) * ((92.15576206477232 * ((0.2502390587754624 + (-0.28076483807855335 * (-1.0 + (2.0 * x_0)))))**2) + ((1.0231143367399604 + (-1.7628020780795852 * (-1.0 + (2.0 * x_2)))))**2)))) + (99.73952790845004 * (-1.0 + (2.0 * x_1)))))
519_vinnie,ok,2,256,4,BFGS,0.7380909708131209,1.5490338155761838,22,716.49,,0.1,(6.173848366047238 + ((0.0025919819690847406 * tan((0.5096593166409852 + (5.962025898192815 * (-3.050344651934337 + (0.22536717044213794 * x_1)))))) + (2.5775401249040253 * (-3.050344651934337 + (0.22536717044213794 * x_1)))))
522_pm10,ok,7,256,4,BFGS,0.09400489520592747,0.8294177262060978,22,556.01,,0.1,(3.3494096494805166 + ((0.10310970066685704 * (-1.6816570543158895 + (0.011591759038935135 * x_4))) + (-0.022926093315981486 * tan((0.4610293235767315 + (48.912752670774964 * (-7.079162907839687 + (0.987710095069961 * x_0))))))))
523_analcatdata_neavote,ok,2,32,1,BFGS,0.9538560850537665,0.8480669289142063,59,50.33,,0.1,(-0.3736266919944273 + (((4.002370649587226 * (-1.1000004629242885 + (1.0091747366277877 * x_0))) + ((2.312255098294542 * ((4.590174527180789 + (-1.286494802780185 * (-1.1000004629242885 + (1.0091747366277877 * x_0)))))**2) + (16.55014311732443 * tan((47.79640166837524 + (50.218685076152006 * ((-1.1000004629242885 + (1.0091747366277877 * x_0)) * ((0.5042158705087076 + (0.4590236929382403 * (-1.1000004629242885 + (1.0091747366277877 * x_0)))))**2))))))) - (93.12024975176398 * tan((0.4188480658814476 + (-0.27467341056974404 * (-1.1000004629242885 + (1.0091747366277877 * x_0))))))))
529_pollen,ok,4,256,4,BFGS,0.8054063980625086,1.4911959658880996,33,718.91,,0.1,(-0.21510969397502186 + ((((-6.1975619879568775 * (-0.14240534481180597 + (0.1466357845322108 * x_0))) + (-4.438786574848473 * (0.13411228300539055 + (0.09366364070564696 * x_3)))) + (-0.24828105407942963 * (-0.030628056605373096 + (0.1278483556294714 * x_2)))) + (1.0547125870169047 * (0.008717172475124766 + (0.20153683119485272 * x_1)))))
537_houses,ok,8,256,4,BFGS,0.6776889295151945,56823.241165731844,98,236.29,,0.1,(10.773615144830607 + (((3.1994180355548547 * (-1.616400063304611 + (0.0017131956155851734 * x_4))) + ((-6.753125140506722 * ((61.683613995200744 + (3.1767839444493706 * (-1.616400063304611 + (0.0017131956155851734 * x_4)))))**2) + ((2.1976606356409736 * ((87.11574360567596 + (2.0321217293712355 * (4732.105772728812 + (38.70787762899494 * x_7)))))**2) + (((0.10486741906677394 * (-1.5066316366506536 + (0.0007951087204436459 * x_2))) + (155.84782799677157 * (-4.071076517823106 + (0.09225190387090654 * x_1)))) + ((0.9084860913529207 * ((-0.03933775812408033 + (61.99721042667937 * ((1.5552705527540391 + (0.05988595158283411 * (-1.2807665932048524 + (0.0031092227789157063 * x_5)))))**2)))**2) + ((-1.2990614320177447 * (-4.071076517823106 + (0.09225190387090654 * x_1))) + (-0.4129522576780147 * (-1.2904738757872565 + (0.0029224672776394607 * x_3))))))))) * (10.436257323236504 * ((1.2534665821471522 + (0.19208163380034926 * (-1.516023044552607 + (0.4819862123055841 * x_0)))))**2)))
547_no2,ok,7,64,2,BFGS,0.4853764095706238,0.5293055219687155,78,428.94,,0.1,(-1.478696852965962 + (((0.14435795940084034 * (-0.1634556815138494 + (0.9729504782544822 * x_3))) + (1.4630764487072287 * abs((3.799970970265573 + (-0.25691732626009467 * (tan((-0.08779141310467162 + (0.11825022297149912 * (-1.8397826257177994 + (0.14854926327959622 * x_5))))) * (-1.8397826257177994 + (0.14854926327959622 * x_5)))))))) - ((0.025239333989939494 * ((-1.5089883784697682 + (0.0049762181060208684 * x_6)) * abs((0.09434705196317131 + (0.7126042874956295 * (-1.593513108814246 + (0.5093537168700765 * x_2))))))) + ((0.1627824951701094 * abs((6.875944843243889 + (-2.537985152812497 * (-6.654222247738914 + (0.9476037076783185 * x_0)))))) + (-0.6518951503496491 * abs((-1.1702230619227842 + (0.5431437891586628 * (-1.593513108814246 + (0.5093537168700765 * x_2))))))))))
556_analcatdata_apnea2,ok,3,64,2,BFGS,0.0751220471610694,2947.1845248608993,37,81.63,,0.1,(2.9099142605339328 + ((-0.14098483900859116 * exp((0.7713441767553757 + (6.449964042112715 * (-1.414213562373095 + (0.7071067811865475 * x_0)))))) + (6.255379761433218 * ((159.60598246614575 * (-1.414213562373095 + (0.7071067811865475 * x_0))) + (1.511139582870313 * exp((5.018059845989635 + (0.028196928909292845 * (-1.9639610121239315 + (0.4364357804719848 * x_2))))))))))
557_analcatdata_apnea1,ok,3,128,3,BFGS,0.0255738879648717,3052.110812999093,38,70.89,,0.1,(-76.0550104212402 + (((1.2886551926907033 * exp((7.004834638336337 + (-0.1314896866283315 * (-1.414213562373095 + (0.7071067811865475 * x_0)))))) + (-0.7393010349314924 * exp((6.972149027373256 + (-0.49550907566806357 * (-1.414213562373095 + (0.7071067811865475 * x_0))))))) * exp((0.3759660731042933 + (0.316946822563773 * (-1.414213562373095 + (0.7071067811865475 * x_1)))))))
561_cpu,ok,7,32,1,BFGS,0.963382778277396,30.071196342132122,111,163.95,,0.1,(59.83440267531594 + ((-0.003822703958707733 * (-2.133033539448027 + (0.13828418408090937 * x_0))) + (((1.213103522513674 * ((-2.133033539448027 + (0.13828418408090937 * x_0)) * (-1.0157486231470525 + (8.41758769093056e-05 * x_3)))) + (88.50001059341554 * (((1.0080957855384431 * (-0.7539783429454673 + (0.00025457276565311854 * x_2))) + ((0.08313707740857254 * (-0.7047263654341995 + (0.14485639577270287 * x_5))) + ((-0.335914578746223 + (0.5644229210461478 * (-0.6323138508124196 + (0.02430107036173788 * x_4)))))**2)) * (24.12602976890212 * (((-0.08589402232950541 * (-0.7539783429454673 + (0.00025457276565311854 * x_2))) + (0.10194494148022554 * (-1.0157486231470525 + (8.41758769093056e-05 * x_3)))))**2)))) + (((38.995582858657826 * ((0.8199647304510993 + (-0.035851369340198586 * (-0.7692023071461158 + (0.003791788953692772 * x_1)))))**2) + (86.58729935638996 * (-1.0157486231470525 + (8.41758769093056e-05 * x_3)))) + (0.5982867032580343 * ((0.10643589428876904 + (-0.000561296633922936 * ((-0.7539783429454673 + (0.00025457276565311854 * x_2)) * (-1.0157486231470525 + (8.41758769093056e-05 * x_3))))))**2)))))
564_fried,ok,10,256,4,BFGS,0.7732895467989684,2.3457464044551255,102,226.85,,0.1,(0.09255656250097988 + (((0.7455404662723762 * abs((0.06406444706459168 + (0.5223058725173779 * (-1.9240942347694134 + (3.69350448997641 * x_9)))))) + ((1.2946213086620446 * (-1.7104407863161182 + (3.5565645061896443 * x_4))) + (32.78352131044162 * ((0.6257208991870209 + (0.0939221298629198 * (-1.7072590503875993 + (3.406682733645306 * x_3)))))**2))) - (((0.9859905075090825 * (-1.7072590503875993 + (3.406682733645306 * x_3))) + (((-2.0309766626433774 * (-1.962363239855984 + (3.5856659102912434 * x_1))) + ((-0.006624938243993779 * abs((161.32891769420127 + (123.21609726284909 * (-1.8698296358353992 + (3.6196322750179175 * x_6)))))) + (0.054257598987450334 * (-1.6828104573254623 + (3.7222908179660887 * x_2))))) + (((-2.0706203574250015 * (-1.773506662490512 + (3.508247186303262 * x_0))) + (0.05488786447905395 * (-1.720003460115014 + (3.637178355927193 * x_5)))) + (-0.08769088714690984 * (-1.796837581375697 + (3.5565800417739046 * x_7)))))) + (-1.8698296358353992 + (3.6196322750179175 * x_6)))))
579_fri_c0_250_5,ok,5,64,2,BFGS,0.8083015293945159,0.43148214099881455,102,214.54,,0.1,(0.25476111508351396 + ((0.4671909061025886 * (-0.013457740978846304 + (0.9847731451468804 * x_0))) + ((((1.180105469485106 * (-0.06946253611908115 + (1.0023314177985747 * x_3))) + (0.6801705446362107 * ((abs((405.4547914871507 + (3.2058241700117964 * (-0.013457740978846304 + (0.9847731451468804 * x_0))))) + (-0.06946253611908115 + (1.0023314177985747 * x_3))) * (0.4584143733215238 * (((-1.554673650066397 * (0.002356872848593581 + (1.0237945973760811 * x_2))) + (1.6030368779504247 * (0.002356872848593581 + (1.0237945973760811 * x_2)))))**2)))) + (-0.00028290180394150723 * (((4.746487540380102 * (-0.06946253611908115 + (1.0023314177985747 * x_3))) + (0.32028026600122583 * abs((11.552751751348545 + (-10.20697544797433 * (-0.02274143198027288 + (1.0121437364720292 * x_1))))))) * abs((283.39704138728587 + (1.6370407970392646 * abs((-2.051267207016932 + (-98.68409500328187 * (-0.02274143198027288 + (1.0121437364720292 * x_1))))))))))) + (0.3303265347215849 * (0.005461379359663086 + (0.9984585108671526 * x_4))))))
