dataset,status,n_features,beam_size,attempt,refinement_type,r2,rmse,complexity,seconds,error,noise_strength,expr
579_fri_c0_250_5,ok,5,60,2,BeamBFGS,0.8103915761276808,,31.0,31.422,,0.01,(-1206.166333590429 add ((((0.4873742849311077 mul arctan((2.977519632520619 add (2.9937463386154994 mul x_1)))) sub ((-0.589799641616748 mul x_3) sub (0.3567653410045374 mul x_4))) sub (-1206.2307085974182 mul cos((62.81547822101147 add (0.02063259011939128 mul x_0))))) add (0.007281634842421116 mul x_2)))
581_fri_c3_500_25,skipped_too_many_features,25,,,,,,,0.000,Dataset has 25 features but checkpoint supports <= 10 features,0.01,
582_fri_c1_500_25,skipped_too_many_features,25,,,,,,,0.000,Dataset has 25 features but checkpoint supports <= 10 features,0.01,
583_fri_c1_1000_50,skipped_too_many_features,50,,,,,,,0.000,Dataset has 50 features but checkpoint supports <= 10 features,0.01,
584_fri_c4_500_25,skipped_too_many_features,25,,,,,,,0.000,Dataset has 25 features but checkpoint supports <= 10 features,0.01,
586_fri_c3_1000_25,skipped_too_many_features,25,,,,,,,0.000,Dataset has 25 features but checkpoint supports <= 10 features,0.01,
588_fri_c4_1000_100,skipped_too_many_features,100,,,,,,,0.000,Dataset has 100 features but checkpoint supports <= 10 features,0.01,
589_fri_c2_1000_25,skipped_too_many_features,25,,,,,,,0.000,Dataset has 25 features but checkpoint supports <= 10 features,0.01,
590_fri_c0_1000_50,skipped_too_many_features,50,,,,,,,0.000,Dataset has 50 features but checkpoint supports <= 10 features,0.01,
591_fri_c1_100_10,ok,10,480,5,BeamBFGS,0.7486271715318193,,52.0,311.337,,0.01,(0.13335616918640536 add (arctan((-0.10255077226631713 add (5.318367182430576e-05 mul x_9))) mul (((((-1.592642705253576 mul x_4) add (-2.5621179978064883 mul x_3)) sub (0.6088166843708376 mul inv((((49.2867180190379 mul x_5) add (7.550289244540182 mul x_7)) sub (2.0650359628130466 mul x_0))))) add (0.44193348265954474 mul x_8)) add ((0.06616707923034407 mul x_6) sub ((-1.0810325670977552 mul x_2) add (-10.476355498177304 mul cos((-1.5323715664728295 add (1.9543627934432348 mul x_1)))))))))
592_fri_c4_1000_25,skipped_too_many_features,25,,,,,,,0.000,Dataset has 25 features but checkpoint supports <= 10 features,0.01,
593_fri_c1_1000_10,ok,10,240,4,BeamBFGS,0.4733251281099785,,36.0,148.142,,0.01,(-0.043554245393724926 add ((-0.9869510368449175 mul sin(((2.0507341625776245 mul x_0) sub (0.04802470855679786 mul x_6)))) add (-59.92773090399437 mul (x_3 mul ((-0.0005463633873511874 mul x_8) sub (8.798581154445747e-06 mul ((((112.3060037281789 mul x_7) add (-86.88250876452253 mul x_4)) sub (30.780689847595458 mul x_2)) mul x_1)))))))
594_fri_c2_100_5,ok,5,240,4,BeamBFGS,0.6629746401259662,,36.0,117.689,,0.01,(-0.207034755820972 add ((0.12519597191111984 mul sin((1.3509890849178263 add (51.889480679012536 mul x_1)))) add ((-570.3610786974954 mul sin((((-0.0002748392452595114 mul (x_2 mul x_2)) add (-0.00040532496442703626 mul x_3)) add (-0.000388617260937318 mul x_4)))) add (1.1261075955761728 mul cos((7.442743762062121 add (1.9925118938164135 mul x_0)))))))
595_fri_c0_1000_10,ok,10,240,4,BeamBFGS,0.7659221811474651,,44.0,135.980,,0.01,(0.022431697095377456 add ((0.003944539820108678 mul x_2) sub ((-0.31063201409244434 mul x_4) sub ((-0.0013143697967742578 mul x_8) add ((0.3945851637573364 mul x_1) sub ((-0.17125977705073547 mul (x_9 mul sin((13.468612655754098 add (36.958116196631835 mul x_5))))) sub (((-0.020976832092884607 mul x_7) sub ((-0.5664855252701229 mul x_3) sub (0.42171645184340556 mul x_0))) add (0.007642736929728725 mul x_6))))))))
596_fri_c2_250_5,ok,5,30,1,BeamBFGS,0.6774090556304568,,38.0,7.057,,0.01,(0.028525488496485844 add ((((0.351244873025434 mul x_3) add (-0.1846592174774019 mul sin(((5.583140238129836 mul sin((-60.66440893246717 add (0.9719297286462184 mul x_2)))) sub (5.036980669983945 mul x_2))))) sub ((-0.2025067674492554 mul x_4) sub (0.1352327293213549 mul x_0))) add (-1.1983981047759529 mul sin((40.63344210083571 add (-2.0731003409599325 mul x_1))))))
597_fri_c2_500_5,ok,5,60,2,BeamBFGS,0.8249949482182412,,34.0,24.441,,0.01,(-0.3367523334119206 add (((0.14566135653667311 mul x_2) add (-1.3770946579334205 mul cos(((3.0326348100241565 mul sin((5.454238704525684 add (0.6969115611985436 mul x_1)))) sub (-12.05580096371191 mul (cos((1.492700719978138 add (0.0014966119499080861 mul (x_3 mul x_4)))) mul x_0)))))) sub (-0.195199793334724 mul x_4)))
598_fri_c0_1000_25,skipped_too_many_features,25,,,,,,,0.000,Dataset has 25 features but checkpoint supports <= 10 features,0.01,
599_fri_c2_1000_5,ok,5,60,2,BeamBFGS,0.7489682202208616,,41.0,28.781,,0.01,(-8.098074965310778 add (((0.35803229024625827 mul (sin((7.620374814098922 add (1.668237974350083 mul x_0))) mul ((0.7595389780397281 mul x_4) sub ((0.5144610219640695 mul x_4) add (4.020973404140127 mul x_1))))) sub (-0.025364073650267476 mul ((2.1823763285262925 mul x_2) sub (-9.873045652875529 mul ((-5.7459740145099305 add (0.33064672685868596 mul x_0)))**2)))) add (0.24736571849746586 mul x_3)))
601_fri_c1_250_5,ok,5,120,3,BeamBFGS,0.7005573788597715,,28.0,62.898,,0.01,(0.08466677900572209 add ((((0.5296851221221954 mul x_1) sub ((-0.37556441288412196 mul x_3) sub ((0.8601337989395444 mul cos((-93.36178622237821 add (2.7628865866487917 mul x_1)))) add (0.22344759681643775 mul x_4)))) sub (-0.05780553677541002 mul x_0)) sub x_1))
602_fri_c3_250_10,ok,10,480,5,BeamBFGS,0.7301264274716789,,54.0,356.032,,0.01,(139.61899323762333 add ((((-0.6825316464185325 mul x_2) add (((0.016831424506717294 mul (x_5 mul x_6)) add (0.002159249852525565 mul x_7)) add ((0.014013102909870017 mul x_8) add (0.9696842305419783 mul sin((0.32556906871695385 add (-19.64611253131331 mul (exp((-2.079418385211195 add (0.003725676145160655 mul (x_9 mul x_9)))) mul x_1)))))))) add ((-90.0952110861202 mul arctan((47.284813934433146 add (6.274790473853298 mul x_0)))) sub (-0.9368790982608288 mul x_4))) sub (-0.36444591908871643 mul x_3)))
603_fri_c0_250_50,skipped_too_many_features,50,,,,,,,0.000,Dataset has 50 features but checkpoint supports <= 10 features,0.01,
604_fri_c4_500_10,ok,10,120,3,BeamBFGS,0.5702531966374413,,52.0,71.739,,0.01,(0.07510929257713293 add (((-0.019488251985283707 mul x_8) sub (-2.1655501865212363 mul (sin((0.008416419830814127 add (0.003461285735389471 mul x_8))) mul ((x_6 mul (((-22.618938795356044 mul x_2) add (31.374526288305386 mul x_4)) add (((16.681482234225545 mul cos((-23.37060757370677 add (-1.0114803604341105 mul x_3)))) add (-2.2383550474222105 mul x_7)) add (-7.344507159660463 mul x_0)))) mul x_5)))) add (0.8771896511383135 mul sin((2.8259120464017604 add (2.5283973974474625 mul x_1))))))
605_fri_c2_250_25,skipped_too_many_features,25,,,,,,,0.000,Dataset has 25 features but checkpoint supports <= 10 features,0.01,
606_fri_c2_1000_10,ok,10,240,4,BeamBFGS,0.6775630770913258,,54.0,141.117,,0.01,(-0.037333653036504315 add ((-0.03910956294853931 mul x_8) sub (((6.558415021966765 mul (inv((93.7062711009107 add (-40.91428485926904 mul x_1))) mul x_7)) sub (0.454708502140578 mul x_3)) add ((((0.03349780259318891 mul x_5) sub (0.07844117062218407 mul x_0)) add ((-0.03140866321544057 mul x_9) sub (-0.9940010874089451 mul cos((1.8266371796457699 add (-2.1637561078309853 mul x_1)))))) sub (-0.5802670097469235 mul (x_2 mul log((1.822747733064821 add (-0.028487311441348587 mul (x_4 mul x_6))))))))))
607_fri_c4_1000_50,skipped_too_many_features,50,,,,,,,0.000,Dataset has 50 features but checkpoint supports <= 10 features,0.01,
608_fri_c3_1000_10,ok,10,240,4,BeamBFGS,0.4039066044857593,,44.0,154.133,,0.01,(-0.12920183958447048 add ((-0.08481234943760589 mul x_7) add ((1.3437207706743601 mul (x_0 mul sin((73.88424277756978 add (1.1871187259896343 mul x_1))))) add (-0.3161193717006317 mul (((x_9 mul (x_8 mul x_2)) mul x_4) mul sin((((-0.3888774679765808 mul x_3) add (9.481154408122896 mul ((-4.273079107992671 add (0.8895988186557591 mul x_6)))**2)) sub (6.956890732688389 mul x_5))))))))
609_fri_c0_1000_5,ok,5,240,4,BeamBFGS,0.800636558490105,,33.0,117.618,,0.01,(-0.32717427281888395 add ((0.5372943281983114 mul x_3) sub ((-0.28352243136970107 mul x_4) add (((-0.005209802542386196 mul (((-44.69362510634379 mul inv((78.32409974884513 add (-0.14429738877374865 mul x_2)))) add (7.86238796440845 mul x_2)))**2) add (-0.3897210312915786 mul x_1)) add (-0.41491807604977243 mul x_0)))))
611_fri_c3_100_5,ok,5,480,5,BeamBFGS,0.7967551094898359,,25.0,257.770,,0.01,(-0.9751169201048735 add (((2.422083223337034 mul (sin((0.5983501196541284 add (-0.9384401365631053 mul x_0))) mul sin((57.126197507247355 add (-1.1316688307314695 mul x_1))))) sub (-0.054754463846181656 mul x_2)) sub (-0.5091246871984118 mul x_4)))
612_fri_c1_1000_5,ok,5,240,4,BeamBFGS,0.8043525504944169,,34.0,118.120,,0.01,(0.09769090249916863 add ((0.5708444867112978 mul cos((5.574239339904897 add (-2.9636140910650566 mul x_1)))) sub (((-0.12132132020874016 mul x_4) sub (0.8593204340436278 mul cos(((2.114838374274088 mul x_0) add (-59.71380493271439 mul sqrt((19.28850908757102 add (0.06610259253068844 mul x_2)))))))) add (-0.3584144046401039 mul x_3))))
613_fri_c3_250_5,ok,5,60,2,BeamBFGS,0.8364434940164444,,24.0,25.803,,0.01,(-0.08171459426169782 add ((0.09267746505604056 mul (x_0 mul (x_4 mul x_2))) sub ((-0.42783241965537105 mul x_3) sub (1.1446850145756373 mul sin(((-1.367560559755094 mul x_1) sub (0.9193067875398945 mul x_0)))))))
615_fri_c4_250_10,ok,10,480,5,BeamBFGS,0.6846037357888992,,48.0,347.012,,0.01,(-0.20039576359992764 add ((0.298562044867417 mul (x_0 mul x_4)) sub (((-0.3755893657573281 mul x_3) add (((-0.6863156444639127 mul sin((-68.61996588159529 add (-2.58550292926181 mul x_0)))) add ((0.0925445211541207 mul x_1) sub ((-0.10625968331825132 mul x_6) add (0.0035718672389230205 mul (x_3 mul (x_7 mul x_2)))))) add (-0.06832918800220567 mul x_8))) add ((0.03955641032490672 mul x_9) add (-0.14958786080102804 mul x_5)))))
616_fri_c4_500_50,skipped_too_many_features,50,,,,,,,0.000,Dataset has 50 features but checkpoint supports <= 10 features,0.01,
617_fri_c3_500_5,ok,5,120,3,BeamBFGS,0.9068985539076149,,51.0,59.369,,0.01,(0.07536527645851444 add ((0.7927618312678523 mul x_4) sub ((-0.474379222553366 mul x_3) sub ((((0.7464241556404917 mul sin((-30.801831299702872 add (-2.4754471018816493 mul x_1)))) sub ((-26.703127628387367 mul cos((-77.57825324228051 add (-3.1272091753390505 mul x_0)))) sub (38.63563876482412 mul (cos((-0.8139572806850679 add (-9.958321736615375e-05 mul x_3))) mul sin((2.511322327738379 add (-3.143464339221544 mul x_0))))))) sub (0.5962746432388613 mul x_2)) sub (0.2908183688125596 mul x_0)))))
618_fri_c3_1000_50,skipped_too_many_features,50,,,,,,,0.000,Dataset has 50 features but checkpoint supports <= 10 features,0.01,
620_fri_c1_1000_25,skipped_too_many_features,25,,,,,,,0.000,Dataset has 25 features but checkpoint supports <= 10 features,0.01,
621_fri_c0_100_10,ok,10,240,4,BeamBFGS,0.7302448144428437,,48.0,139.702,,0.01,(0.012453782763006705 add ((((((0.43088297489780364 mul x_0) sub (-0.6136895583408116 mul x_3)) sub ((0.049753274769444314 mul x_2) sub ((0.10699791295189104 mul (x_5 mul x_3)) add (0.028577035048299636 mul (x_9 mul x_2))))) sub (-0.28026563483363 mul x_4)) sub (6.273049325275764 mul (x_7 mul ((4.345619534268098e-06 add (1.4389270795866376e-06 mul x_8)))**2))) sub ((-0.4631894755104498 mul x_1) sub (0.010867351751947387 mul x_6))))
622_fri_c2_1000_50,skipped_too_many_features,50,,,,,,,0.000,Dataset has 50 features but checkpoint supports <= 10 features,0.01,
