dataset,status,n_features,beam_size,attempt,refinement_type,r2,rmse,complexity,seconds,error,noise_strength,expr
523_analcatdata_neavote,ok,2,30,1,BeamBFGS,0.9543904940819242,,29.0,10.454,,0,(8.382242582019456 add (((-5.369565368161323 mul x_0) sub ((-0.9605540880079226 mul abs((-1.1665675249290264 add (2.6291417833838864 mul x_0)))) sub (0.04205060571088032 mul x_1))) add (-10.237566215579664 mul inv(((-99.81434926853228 mul x_0) add (10.24817262167818 mul x_1))))))
527_analcatdata_election2000,skipped_too_many_features,14,,,,,,,0.000,Dataset has 14 features but checkpoint supports <= 10 features,0,
529_pollen,ok,4,480,5,BeamBFGS,0.7849407212173398,,30.0,265.017,,0,(0.05675447296041712 add ((0.22078680343069812 mul x_1) add ((((-4.69046509141149 mul x_3) sub (-0.23009495853164397 mul inv((-14.054575274585964 add (-5.412978879857315 mul x_0))))) add (-0.03029860286727338 mul x_2)) add ((-0.8443956036535301 mul x_0) sub (-4.317534908588462 mul x_3)))))
537_houses,ok,8,120,3,BeamBFGS,0.7169536567751619,,41.0,64.817,,0,(225711688.89534518 add (((((41103.71490324758 mul x_0) sub (33661.16831842987 mul x_6)) sub (((92646760.42516169 mul arctan(((161.64170098395746 mul x_3) add (-16.19332321746942 mul x_2)))) sub (2213.9767078440927 mul x_1)) add (34800.14692410224 mul x_7))) add (-0.008082154165206258 mul ((-101458.30119492178 add (0.06790943602910043 mul x_5)))**2)) sub (22.792259052914993 mul x_4)))
542_pollution,skipped_too_many_features,15,,,,,,,0.000,Dataset has 15 features but checkpoint supports <= 10 features,0,
547_no2,ok,7,480,5,BeamBFGS,0.5555062199860286,,45.0,263.399,,0,(4.2359092304445625 add ((((-1.3058043164071922 mul x_3) sub (6.47155198480481 mul x_0)) sub ((55.91672463357039 mul sin((-95.98850902302324 add (0.029749156687657406 mul x_1)))) sub ((-0.003654421862062849 mul x_6) add (-0.0035460280578166474 mul (x_3 mul (x_4 mul abs((-21.275129267486665 add (2.6684606586227324 mul x_0))))))))) mul ((-0.02094426210966046 mul x_2) add (-0.00016779232527907635 mul (x_0 mul x_5)))))
556_analcatdata_apnea2,all_attempts_failed,3,,5,,,,,225.307,All retry attempts failed,0,
557_analcatdata_apnea1,ok,3,30,1,BeamBFGS,0.7079858700157609,,24.0,14.356,,0,(3.2827441332859015 add (inv(((55.09990979703874 mul exp((-4.524800290104681 add (0.15056135764355633 mul x_0)))) add (-58.19547246533209 mul sin((-0.9328126088904003 add (-0.7416170236406189 mul x_1)))))) mul (x_0 mul x_2)))
560_bodyfat,skipped_too_many_features,14,,,,,,,0.000,Dataset has 14 features but checkpoint supports <= 10 features,0,
561_cpu,ok,7,30,1,BeamBFGS,0.9501175834090745,,44.0,9.248,,0,(-15.940943368388767 add ((((-0.001184028562272068 mul (((-0.2089978988455866 mul x_5) sub (-0.006454275640458307 mul x_2)) mul ((-20.643772341627937 mul x_4) sub (2.185375416135212 mul x_1)))) add (0.03154555046303291 mul x_4)) sub (-17.803637202296326 mul (((0.019054397688560133 mul x_6) sub (9.410847030289373e-05 mul x_2)) mul inv((1.5725339328686765 add (-0.052455567157977064 mul x_0)))))) add (0.006973384729078722 mul x_3)))
562_cpu_small,skipped_too_many_features,12,,,,,,,0.000,Dataset has 12 features but checkpoint supports <= 10 features,0,
564_fried,ok,10,480,5,BeamBFGS,0.6722462856775129,,44.0,352.138,,0,(0.19792274858787495 add ((1.0615167382931978 mul abs((0.06394452578875287 add (5.209046614504048 mul x_0)))) sub (((-1.2775367206718424 mul x_5) sub ((5.775456179134927 mul x_1) sub (-4.405684482229166 mul x_4))) add ((-0.5447226765295167 mul ((((1.2200204848536131 mul x_9) add (-0.032174632734902224 mul (x_7 mul x_2))) add (0.6538305064341456 mul x_8)) mul x_6)) add (-10.068560703690189 mul x_3)))))
573_cpu_act,skipped_too_many_features,21,,,,,,,0.000,Dataset has 21 features but checkpoint supports <= 10 features,0,
574_house_16H,skipped_too_many_features,16,,,,,,,0.000,Dataset has 16 features but checkpoint supports <= 10 features,0,
579_fri_c0_250_5,ok,5,480,5,BeamBFGS,0.8105563327337084,,42.0,241.782,,0,(-0.3442506298229458 add ((((-0.06562101665806082 mul cos((-0.7406021080360234 add (4.662007597098979 mul x_2)))) sub ((-0.3764302634223117 mul (x_2 mul x_2)) add (-0.32752555941774997 mul x_4))) add ((0.08254272882568157 mul x_2) add ((-0.010461438411715112 mul (x_1 mul x_0)) add ((0.42594191346476634 mul x_1) add (0.5812554360521618 mul x_3))))) sub (-0.4162976910103596 mul x_0)))
581_fri_c3_500_25,skipped_too_many_features,25,,,,,,,0.000,Dataset has 25 features but checkpoint supports <= 10 features,0,
582_fri_c1_500_25,skipped_too_many_features,25,,,,,,,0.000,Dataset has 25 features but checkpoint supports <= 10 features,0,
583_fri_c1_1000_50,skipped_too_many_features,50,,,,,,,0.000,Dataset has 50 features but checkpoint supports <= 10 features,0,
584_fri_c4_500_25,skipped_too_many_features,25,,,,,,,0.000,Dataset has 25 features but checkpoint supports <= 10 features,0,
586_fri_c3_1000_25,skipped_too_many_features,25,,,,,,,0.000,Dataset has 25 features but checkpoint supports <= 10 features,0,
588_fri_c4_1000_100,skipped_too_many_features,100,,,,,,,0.000,Dataset has 100 features but checkpoint supports <= 10 features,0,
589_fri_c2_1000_25,skipped_too_many_features,25,,,,,,,0.000,Dataset has 25 features but checkpoint supports <= 10 features,0,
590_fri_c0_1000_50,skipped_too_many_features,50,,,,,,,0.000,Dataset has 50 features but checkpoint supports <= 10 features,0,
591_fri_c1_100_10,ok,10,240,4,BeamBFGS,0.41823036227366317,,49.0,160.955,,0,(0.0017033042510564574 add ((((0.25359454101375917 mul x_4) add ((0.34652740602885995 mul x_3) add (12.260547805505691 mul ((x_2 mul (x_7 mul inv((((-34.534795108497626 mul x_1) add (-60.504287139304076 mul x_5)) add (-6.970128616563067 mul x_9))))) mul cos((-0.18707697953935515 add (7.171632352468724 mul x_4))))))) sub ((0.07970886458782143 mul (x_2 mul x_6)) sub (-0.0670047616235968 mul x_8))) sub (0.3690993613704645 mul x_0)))
592_fri_c4_1000_25,skipped_too_many_features,25,,,,,,,0.000,Dataset has 25 features but checkpoint supports <= 10 features,0,
593_fri_c1_1000_10,ok,10,480,5,BeamBFGS,0.42557291890111537,,53.0,348.348,,0,(-0.2198634596903533 add ((-0.28430019860794603 mul sin((-12.544975994839346 add (-6.083432999917604 mul x_9)))) add (-0.4544227246418504 mul arctan((-20.273678665484734 add (1.1559817026384054 mul (((-35.89849473373196 mul inv((-28.285805432392237 add (-0.24475125039225734 mul x_7)))) sub x_2) mul ((81.17017091585234 mul x_0) sub (5.076296096814864 mul inv((0.2526467501122127 add (49.07739967515144 mul (x_1 mul (x_8 mul (x_5 mul ((-8.273495428817263 mul x_6) sub (-3.8444495460315844 mul x_3)))))))))))))))))
594_fri_c2_100_5,ok,5,30,1,BeamBFGS,0.6929016411739661,,34.0,15.504,,0,(0.8518936745829614 add ((((-0.32280396294390296 mul x_0) add (0.9633319749068211 mul sin((0.7582730829441834 add (-2.620974089623475 mul x_1))))) add (-0.6876248471970875 mul sin(((-0.1287791341044063 mul x_4) add (-0.7846226238921493 mul x_3))))) sub (1.3518137372474544 mul sin((0.9043363249441081 add (0.75463258997073 mul x_2))))))
595_fri_c0_1000_10,ok,10,120,3,BeamBFGS,0.8081128884703324,,50.0,65.852,,0,(0.8542831517343027 add (((((0.43592481215915546 mul x_1) sub (-0.5818257246914892 mul x_3)) add ((0.33282133725681284 mul x_4) add (1.5973393540114363e-05 mul tan((-10.995550986317019 add (9.127317968726946e-06 mul x_0)))))) sub ((0.07539007763692658 mul sin(((-23.992412559079067 mul x_5) add (73.61728255106674 mul inv((-4.694093741349971 add (-2.7758810555706495 mul x_9))))))) add (0.07620821299388095 mul x_2))) sub ((0.01632737329401376 mul x_7) add (-0.07277257178805437 mul x_6))))
596_fri_c2_250_5,ok,5,480,5,BeamBFGS,0.7572732706725649,,38.0,268.168,,0,(579.0108821536996 add ((-0.07999383325442586 mul cos(((-4.269065284763457 mul x_3) add (1.957840810288611 mul x_4)))) add ((0.04262526026070096 mul (x_2 mul x_4)) sub ((579.2921468997196 mul cos((18.88131324967162 add (0.014669751057563045 mul x_3)))) sub (1.2281342802346442 mul sin(((-0.9681737702878794 mul x_0) add (-1.4537808049769119 mul x_1))))))))
597_fri_c2_500_5,ok,5,240,4,BeamBFGS,0.8078404112581556,,47.0,108.191,,0,(762.5526988431934 add (((-1.0504490469744974 mul x_1) sub (-0.3430609841018614 mul x_3)) sub ((0.0037622960088234364 mul (x_0 mul ((-328.7066842485475 mul cos(((-0.5712100398200756 mul x_0) add (-2.695862578525701 mul sin((5.108965090247845 add (-1.0091668612864562 mul x_1))))))) sub (-42.28612863931577 mul cos((-2.6533696436097904 add (-41.8584855839688 mul x_4))))))) sub (762.769566527256 mul cos((-3.156164433129212 add (0.02020121769558064 mul x_2)))))))
598_fri_c0_1000_25,skipped_too_many_features,25,,,,,,,0.000,Dataset has 25 features but checkpoint supports <= 10 features,0,
599_fri_c2_1000_5,ok,5,480,5,BeamBFGS,0.727304746378083,,29.0,271.312,,0,(0.05179805253187929 add ((((-4.527229386944767 mul x_3) sub (2.4651502457286063 mul x_4)) sub ((8.600977305886877 mul sin((69.33697693700371 add (-2.405524236026423 mul x_0)))) add (-4.767022299454732 mul x_2))) mul inv((-9.818223306123015 add (1.484935482328718 mul x_1)))))
601_fri_c1_250_5,ok,5,480,5,BeamBFGS,0.8328068010059387,,34.0,289.506,,0,(-0.10559957343728067 add ((347.1748410739328 mul (sin(((0.02033935676819512 mul x_4) sub ((0.8341750812929957 mul x_0) sub (4.844451946183641 mul log((743.9969639002786 add (-210.9164964237432 mul x_1))))))) mul (357.93187460404596 mul cos((-73.82743695052918 add (-9.240744299611152e-07 mul x_2)))))) add (0.382734025681677 mul x_3)))
602_fri_c3_250_10,ok,10,240,4,BeamBFGS,0.37532190347660255,,47.0,151.452,,0,(11.817409432479577 add (((-0.4003862589012884 mul x_2) sub (((-0.530948337061289 mul x_3) sub (-0.07100583779527778 mul x_7)) add ((-0.0036545640092800857 mul (x_4 mul ((89.92733868686028 mul x_1) sub (x_6 mul ((1.7328990640946287 add (0.6167724154121703 mul x_4)))**3)))) add ((-0.018506750960185683 mul x_0) add (-0.10309487371674847 mul x_5))))) add (-0.26387974270188985 mul ((6.764223808761205 add (-0.007467252949297923 mul x_8)))**2)))
603_fri_c0_250_50,skipped_too_many_features,50,,,,,,,0.000,Dataset has 50 features but checkpoint supports <= 10 features,0,
604_fri_c4_500_10,ok,10,240,4,BeamBFGS,0.37414785745026635,,51.0,156.840,,0,(0.02394562271935386 add ((0.0021396889326250005 mul (((0.408393004359492 mul x_7) add (((56.5997510622146 mul (inv(((-45.34655140467199 mul inv((-14.976447827853297 add (33.943822707887 mul x_1)))) add (-53.93660048208727 mul x_2))) mul ((5.772792824602512 mul x_6) sub (-3.824967862468161 mul x_3)))) add ((0.32601469654086834 mul x_9) add (59.23717824725984 mul x_4))) add (-25.90276622150993 mul x_5))) mul (x_0 mul x_0))) add (0.4520401189534369 mul x_3)))
605_fri_c2_250_25,skipped_too_many_features,25,,,,,,,0.000,Dataset has 25 features but checkpoint supports <= 10 features,0,
606_fri_c2_1000_10,ok,10,120,3,BeamBFGS,0.3574823586085044,,57.0,66.074,,0,(-9.789624777648337 add (((1.37650046650363 mul x_3) add (((0.21295502926872786 mul x_4) sub (1.9650690008781209 mul (inv((-8.500535817536015 add (-88.93206245976259 mul x_8))) mul x_5))) add (((0.014899504256949274 mul x_6) add ((0.05979691452642988 mul x_8) add ((((-46.738548462413235 mul inv((-4.758403328007722 add (-0.04894330997878704 mul x_7)))) sub (-0.11856479376884102 mul x_0)) sub (0.4143644733697004 mul x_1)) sub (0.003144824822173309 mul x_9)))) sub (0.20629148671316533 mul x_2)))) sub (0.9784995334975595 mul x_3)))
607_fri_c4_1000_50,skipped_too_many_features,50,,,,,,,0.000,Dataset has 50 features but checkpoint supports <= 10 features,0,
608_fri_c3_1000_10,ok,10,60,2,BeamBFGS,0.2649496030714735,,61.0,26.889,,0,(-0.20671035741685767 add ((((-5.0195534981576015 mul x_4) sub (0.1335440610473482 mul (inv((0.3830742855905262 add (-0.018082991806637527 mul x_4))) mul ((-4.805341436711175 mul x_4) sub ((8.1453414370039 mul x_4) sub (-1.1622416998679974 mul x_3)))))) add ((0.062064796934794685 mul x_0) add (0.24567182197920504 mul ((((0.6255935672915712 mul (x_0 mul x_9)) sub (-3.1260502050492587 mul x_5)) mul inv(((-10.310209502907503 mul x_7) sub (-25.771998892225053 mul x_8)))) mul x_1)))) add (0.05288714268847409 mul ((x_8 mul x_2) mul x_6))))
609_fri_c0_1000_5,ok,5,480,5,BeamBFGS,0.7820507784912841,,32.0,243.131,,0,(-0.6430959408423562 add (((((0.27342826926952934 mul x_4) sub (1.0490651407659963 mul cos((-77.89412142096471 add (-0.7710165136164305 mul x_1))))) add (0.004937489183972665 mul (x_3 mul x_4))) sub (-0.3822599910300399 mul x_0)) add ((0.6168982243055212 mul x_3) add (-0.0053159795903486694 mul x_2))))
611_fri_c3_100_5,ok,5,480,5,BeamBFGS,0.7562693328740703,,42.0,275.531,,0,(0.3326434701060617 add (sin((-0.06342995996820817 add (-0.028996029207950202 mul x_1))) mul ((((-5.651617648441625 mul x_3) sub (-12.708605217825927 mul cos((-0.8471427172397836 add (2.2642602471845157 mul x_0))))) add ((-1.3652864549652417 mul x_4) sub (-4.735861379489904 mul exp((0.26853353773456723 add (0.18168103472342342 mul (x_3 mul x_1))))))) add (-2.3334269560755554 mul (x_3 mul x_2)))))
612_fri_c1_1000_5,ok,5,480,5,BeamBFGS,0.6877635771347952,,38.0,267.283,,0,(0.1158633794058981 add ((0.17582738340628778 mul x_3) sub ((-0.003940057655171634 mul (((4.689501080983611 mul (abs((-70.95344013575149 add (-30.72249836094257 mul x_0))) mul cos((1.8586611490854847 add (-2.3028677345690434 mul x_1))))) add (-66.73033167886257 mul x_4)) mul sin((86.59670060489503 add (0.5607885171663171 mul x_2))))) sub (0.21082738340628795 mul x_3))))
613_fri_c3_250_5,ok,5,480,5,BeamBFGS,0.6617552264629483,,38.0,265.378,,0,(-29.767731812897896 add ((2.188881904345098 mul x_2) add (((-63.800203476450974 mul inv((-2.1650073215648122 add (-0.17248836069518309 mul x_2)))) sub (0.8377853237596072 mul sin(((2.054375692262887 mul (sin((1.7518118408235286 add (-1.6327624168032828 mul (x_1 mul x_4)))) mul x_1)) sub (-0.9018446364102153 mul x_0))))) add (0.4520135425867209 mul x_3))))
615_fri_c4_250_10,ok,10,240,4,BeamBFGS,0.3750262040639457,,43.0,167.217,,0,(-0.11628750687216217 add (((-0.04266576257583239 mul (x_9 mul x_7)) sub ((((0.02110998791189466 mul (x_8 mul x_8)) sub (0.0880743566643345 mul x_5)) add (0.06852439695138111 mul (x_7 mul x_8))) sub (0.15987210566268997 mul (((-0.13524067312248458 mul x_7) add (0.7045446724935777 mul x_0)) mul (x_2 mul (x_1 mul x_4)))))) sub (-0.38931878254156793 mul x_3)))
616_fri_c4_500_50,skipped_too_many_features,50,,,,,,,0.000,Dataset has 50 features but checkpoint supports <= 10 features,0,
617_fri_c3_500_5,ok,5,120,3,BeamBFGS,0.7271286964354188,,40.0,59.510,,0,(0.12444839638156065 add (inv((0.9817833936371578 add (-0.30597084673583824 mul x_1))) mul (((((199.24515518999195 mul x_4) sub (-402.5295940524757 mul sin((6.7718881538675175 add (-2.561749710638017 mul x_1))))) sub ((-260.35124879780676 mul x_3) sub (-23.815737001019812 mul x_0))) sub (270.9780066499093 mul x_2)) mul inv((488.5409390684576 add (-12.634082906525727 mul x_3))))))
618_fri_c3_1000_50,skipped_too_many_features,50,,,,,,,0.000,Dataset has 50 features but checkpoint supports <= 10 features,0,
620_fri_c1_1000_25,skipped_too_many_features,25,,,,,,,0.000,Dataset has 25 features but checkpoint supports <= 10 features,0,
