dataset,status,n_features,refinement_type,r2,rmse,complexity,complexity_original,complexity_simplified,seconds,error,noise_strength,expr,expr_simplified
594_fri_c2_100_5,ok,5,BFGS,1.5095756533689553e-08,0.9949874213058594,36,36,36,16.820821046829224,,0.1,((-68.51536896806995 + (-0.030823037194676446 * (-2.5740396230235096e-09 + (1.0050378181358313 * x_0)))) * ((0.025086570012707112 + (-5.062903908439355e-12 * abs(((-0.01587262100565819 + (1.8281596723129616 * (2.3236557527311636e-09 + (1.0050378111926093 * x_4)))) - ((-0.17713632816488215 + (0.1909210449205289 * (-5.056086547415916e-09 + (1.0050378116639687 * x_3)))) * ((0.46353530485189254 + (40.50257968868202 * (-2.5740396230235096e-09 + (1.0050378181358313 * x_0)))) + (33.695535304851894 + (-59.09983646877149 * (1.4789027717446586e-09 + (1.005037819531248 * x_1)))))))))) + (-0.025083429987292693 + (-7.864362696222543e-10 * (2.8870194710416236e-09 + (1.0050378286556427 * x_2)))))),(0.03097831805045719*x_0 + 68.51536896799061)*(7.9039820079719405e-10*x_2 + 5.062903908439355e-12*Abs(-1.8373695955720168*x_4 + (0.19188286918752663*x_3 - 0.17713632913019548)*(40.706624319185614*x_0 - 59.39757077922743*x_1 + 34.15907041804563) + 0.015872616757644451) - 3.1400254144167466e-6)
595_fri_c0_1000_10,ok,10,NoRef,0.5746258256203065,0.688623963715837,77,77,77,16.94817304611206,,0.1,((((0.00231 + arctan((9.05 * (-0.1211406374101396 + (1.023594826503582 * x_3))))) + (0.00396 + (0.9700000000000001 * (-0.06702131565911112 + (0.9599333061403312 * x_1))))) * (-0.67 + (0.0821 * log((-0.00839 + (92.10000000000001 * ((((-3.86 * (0.02614878476186862 + (1.0238590584883367 * x_2))) * (((37.0 + (0.08610000000000001 * (0.08331357934160229 + (1.0244910011465165 * x_0)))) + (-0.0019299999999999999 + (0.00295 * (-0.018095961115013614 + (1.0387664339348464 * x_5))))) - (0.5930000000000001 + (0.17400000000000002 * (0.0710289511872284 + (0.9995744991233574 * x_7)))))) + (-0.8430000000000001 + (-8.870000000000001 * (0.011813355667839568 + (0.9979701604705712 * x_8))))))**2)))))) + ((0.0114 + (0.277 * (0.023677204900816835 + (1.0365983191687715 * x_4)))) - (((0.00845 + (0.00471 * (-0.04354630810283682 + (1.0225112857000962 * x_6)))) * ((0.21200000000000002 + (3.62 * (0.0710289511872284 + (0.9995744991233574 * x_7)))) - (-0.00267 + (0.00178 * (-0.010207914156323272 + (0.9840604732257373 * x_9)))))) - (0.060700000000000004 + (0.5680000000000001 * (0.08331357934160229 + (1.0244910011465165 * x_0))))))),0.58191088865122148*x_0 + 0.28713773440974973*x_4 - (0.0048160281556474529*x_6 + 0.008244896888835638)*(3.618459686826554*x_7 - 0.001751627642341812*x_9 + 0.4718129733849651) + (0.0821*log(92.10000000000001*(8.851995323373968*x_8 + (3.9520959657649795*x_2 + 0.1009343091808129)*(0.088208675198715081*x_0 + 0.0030643609801077968*x_5 - 0.17392596284746421*x_7 + 36.399830878589444) + 0.94778446477373708)**2 - 0.00839) - 0.67)*(0.9311353069561214*x_1 + atan(9.263533179857418*x_3 - 1.096322768561763) - 0.05874067618933779) + 0.12598069882355638
596_fri_c2_250_5,ok,5,NoRef,0.16816633163789318,0.9229651060324066,46,46,46,9.22230052947998,,0.1,(((((-0.006229999999999999 * (-0.03327251323989341 + (0.9795882248533074 * x_2))) + (-0.005 + (0.371 * (-0.03982219788825426 + (0.9780391196646281 * x_4))))) + (-0.229 + (-1.5 * sin(((((0.8330000000000001 + (-94.8 * (-0.00836934259429335 + (0.9826060373461664 * x_0)))) - ((-2.64 + (0.00265 * (-0.03982219788825426 + (0.9780391196646281 * x_4)))) - (-7.0200000000000005 + (0.08460000000000001 * (-0.00836934259429335 + (0.9826060373461664 * x_0)))))) - (-0.033100000000000004 + (97.10000000000001 * (-0.05566958792821793 + (1.0085802753375575 * x_1))))) * (-0.0145 + (-0.00712 * (-0.05566958792821793 + (1.0085802753375575 * x_1))))))))) - (0.064 + (-0.038500000000000006 * (-0.03982219788825426 + (0.9780391196646281 * x_4))))) - ((-42.5 + (0.0056099999999999995 * (-0.03982219788825426 + (0.9780391196646281 * x_4)))) * (0.00224 + (0.0065 * (0.030239726957857333 + (1.0089704881333104 * x_3)))))),-0.006102834640836104*x_2 + 0.40050701950266521*x_4 - (0.0065583081728665173*x_3 + 0.0024365582252260725)*(0.0054867994613185632*x_4 - 42.500223402530153) - 1.5*sin((0.007181091560403409*x_1 + 0.01410363253395109)*(93.06792386965709*x_0 + 97.933144735276844*x_1 + 0.002591803667111265*x_4 - 2.6844281482098976)) - 0.31409990227775559
597_fri_c2_500_5,ok,5,NoRef,0.4308025850347783,0.7520310124764916,39,41,39,17.78958559036255,,0.1,((0.09480000000000001 + (0.41300000000000003 * (0.051318081308249455 + (1.014644489729816 * x_3)))) - ((0.0238 + (0.0148 * (0.06629972590880558 + (1.0075976137302378 * x_1)))) * ((((-40.7 * sin(((0.0067399999999999995 + (-0.51 * (0.10122870033412179 + (1.0080699070194354 * x_2)))) + (0.0733 + (-0.8330000000000001 * (0.05371846994181401 + (0.9861750482670715 * x_0))))))) + (-0.00153 + (-9.51 * (-0.002414032778585222 + (0.9938074619432425 * x_4))))) + (-8.05 + (26.7 * sin((0.035100000000000006 + (3.6 * (0.06629972590880558 + (1.0075976137302378 * x_1)))))))) - (0.14300000000000002 + (1.16 * (-0.002414032778585222 + (0.9938074619432425 * x_4))))))),0.41904817425841404*x_3 + (0.01491244468320752*x_1 + 0.02478123594345032)*(10.6039256189344*x_4 - 26.7*sin(3.6273514094288562*x_1 + 0.2737790132717001) - 40.7*sin(0.8214838152064707*x_0 + 0.51411565257991206*x_2 + 0.016334122631933186) + 8.1687722702524963) + 0.11599436758030704
599_fri_c2_1000_5,ok,5,NoRef,0.6101788503378036,0.6261403066739766,53,65,53,14.887638330459595,,0.1,((((0.762 * (0.10153935051992874 + (1.044491792439849 * x_4))) * (0.277 + (0.0052699999999999995 * (-0.0602307402531005 + (1.0089516501853955 * x_2))))) + (((4e-05 + (0.252 * (-0.0758845730996851 + (1.0498897117688875 * x_3)))) - ((0.0757 + (-0.9830000000000001 * sin((-0.0022199999999999998 + (-1.49 * (-0.037314603346356716 + (1.0738698362097465 * x_0))))))) - ((-0.202 + (0.8210000000000001 * ((-0.00953 + (0.10153935051992874 + (1.044491792439849 * x_4))))**2)) * (-0.039 + (0.044500000000000005 * (0.10153935051992874 + (1.044491792439849 * x_4))))))) - ((-0.0946 + (0.0965 * (-0.0602307402531005 + (1.0089516501853955 * x_2)))) + (-0.00432 + (0.00085 * (0.10153935051992874 + (1.044491792439849 * x_4))))))) - (0.116 + (0.9800000000000001 * sin(((-8.290000000000001 + (-2.77 * (0.009574705784042063 + (1.0477984342708666 * x_1)))) + (-88.60000000000001 + (-0.608 * (-0.0602307402531005 + (1.0089516501853955 * x_2))))))))),0.0042319543389839725*x_2*x_4 - 0.096952428525659842*x_2 + 0.26457220736575965*x_3 + 0.041631136128739806*x_4**3 - 0.023549834350403227*x_4**2 + 0.20481750535760534*x_4 - 0.9830000000000001*sin(1.6000660559525223*x_0 - 0.053378758986071507) + 0.98000000000000009*sin(2.9024016629303005*x_1 + 0.61344260331272045*x_2 + 96.87990164494792) - 0.078003592921770079
601_fri_c1_250_5,ok,5,BFGS,0.027358697551108868,0.9875798174134246,73,73,73,24.95703625679016,,0.1,((((0.11013794062255688 * sin((-3.0647071657719267 * (-0.010397483526896342 + (0.9882031183917349 * x_1))))) + (0.1010810027858642 + (-0.03545250690820595 * (0.02676101383347822 + (1.0066664369813325 * x_3))))) + (((-0.5176189972141357 + (-0.04883941659091054 * (-0.018291418326324048 + (0.9901403382934644 * x_0)))) + (0.0934810027858642 + (-0.0023966382976026764 * inv((2.1092439135371808 + (-4.440394369644082 * (-0.01749150210176107 + (1.0090791592880441 * x_2)))))))) - (-0.0834210027858642 + (0.05178917415890487 * (-0.005668177014427033 + (0.9847510525456011 * x_4)))))) - (-0.09166100278586418 + (-3.763284325118744 * ((0.298185709697174 + (-0.012435926108397024 * cos(((0.5272107711880943 + (6.712210381944322 * cos((0.006067498054441213 + (-0.09720111150621152 * inv((0.5709999160851387 + (-97.2999999993821 * arctan((-4.69999220028527 + (8.630004224976116 * (-0.010397483526896342 + (0.9882031183917349 * x_1))))))))))))) * ((0.12357889694992584 + (-0.7770757750208278 * (-0.010397483526896342 + (0.9882031183917349 * x_1)))) + (0.31221889694992583 + (0.028042774567083678 * (-0.01749150210176107 + (1.0090791592880441 * x_2))))))))))**3))),-0.0483578764653796*x_0 - 0.03568884881133976*x_3 - 0.05099944376344902*x_4 + 3.763284325118744*(0.298185709697174 - 0.012435926108397024*cos((6.712210381944322*cos(0.006067498054441213 - 0.09720111150621152/(0.5709999160851387 - 97.2999999993821*atan(8.528197086855245*x_1 - 4.7897225270515051))) + 0.5272107711880943)*(-0.7679087041022562*x_1 + 0.028297379384256943*x_2 + 0.44338691621950158)))**3 - 0.11013794062255688*sin(3.0285531781733136*x_1 - 0.031865242270874785) - 0.14773683869223929 - 0.0023966382976026764/(2.1869130809864583 - 4.4807094174278148*x_2)
602_fri_c3_250_10,ok,10,NoRef,0.4228816873997744,0.7528811364039821,58,58,58,12.1891930103302,,0.1,((-0.3 + (0.3 * (-0.038189884319498046 + (1.0024011477798893 * x_3)))) + ((0.02 + (0.01 * (0.027897516398397815 + (0.998073099323104 * x_0)))) * ((0.1 + (60.0 * cos(((-0.7000000000000001 + (-1.8 * (-0.006149085570662245 + (1.0063481202601992 * x_1)))) + (-0.030000000000000002 + (-1.3 * (0.027897516398397815 + (0.998073099323104 * x_0)))))))) + ((0.001 + (-0.2 * (-0.017542067075762977 + (1.005717915331683 * x_2)))) * ((60.0 + (-60.0 * (0.001312719251571377 + (1.0174709357351936 * x_4)))) + ((0.001 + (-0.01 * (0.0029420221446642856 + (1.008712998834323 * x_8)))) + ((-0.01 + (-0.01 * (-0.02871010083073984 + (1.0068245035869283 * x_5)))) + ((0.01 + (-0.01 * (0.008084737233740273 + (0.9964088169567006 * x_7)))) + ((-0.01 + (0.001 * (0.008753852211365022 + (1.020618930622776 * x_9)))) + (-0.01 + (0.001 * (0.03500154593767501 + (1.0064758978864055 * x_6))))))))))))),0.30072034433396678*x_3 + (0.00998073099323104*x_0 + 0.020278975163983979)*((0.0045084134151525956 - 0.2011435830663366*x_2)*(-61.048256144111616*x_4 - 0.010068245035869283*x_5 + 0.0010064758978864055*x_6 - 0.009964088169567006*x_7 - 0.01008712998834323*x_8 + 0.001020618930622776*x_9 + 59.90245743371839) + 60.0*cos(1.29749502912004*x_0 + 1.8114266164683586*x_1 + 0.75519841729072521) + 0.1) - 0.3114569652958494
604_fri_c4_500_10,ok,10,NoRef,0.5524231447325937,0.7049086731288516,59,59,59,14.177032232284546,,0.1,((-0.3 + (0.3 * (-0.1348550604363206 + (1.0036996856535505 * x_3)))) + ((0.02 + (0.006 * (-0.0022548934118654575 + (0.9992501517389518 * x_0)))) * ((-0.01 + (67.0 * sin(((0.7000000000000001 + (-2.0 * (-0.026510329997847516 + (1.0228802703832585 * x_1)))) + (0.030000000000000002 + (-1.2 * (-0.0022548934118654575 + (0.9992501517389518 * x_0)))))))) + ((-0.01 + (6.0 * (0.10561760327369846 + (1.007417081890443 * x_7)))) + (-0.1 + (-9.0 * sin(((0.060000000000000005 + (0.9 * (-0.08584083487448184 + (0.9845918227850837 * x_2)))) + ((0.060000000000000005 + (-0.9 * (0.05150804270771723 + (1.015585618193334 * x_8)))) + ((0.060000000000000005 + (-0.9 * (0.05960242929231957 + (1.0280165339330751 * x_5)))) + ((0.060000000000000005 + (0.9 * (0.043020700170883344 + (1.0416572769407797 * x_9)))) + ((0.060000000000000005 + (0.9 * (-0.009791979417298036 + (0.9929225967655008 * x_6)))) + (0.006 + (-9.0 * (-0.0473754174576671 + (1.0002900627489233 * x_4)))))))))))))))),0.30110990569606514*x_3 + (0.005995500910433711*x_0 + 0.019986470639528808)*(6.044502491342658*x_7 - 67.0*sin(1.199100182086742*x_0 + 2.045760540766517*x_1 - 0.78572653208993368) - 9.0*sin(0.8861326405065754*x_2 - 9.0026105647403097*x_4 - 0.92521488053976761*x_5 + 0.8936303370889507*x_6 - 0.9140270563740006*x_8 + 0.93749154924670175*x_9 + 0.58502842961016394) + 0.51370561964219075) - 0.3404565181308962
606_fri_c2_1000_10,ok,10,NoRef,0.714172712937255,0.5458181222609352,58,56,58,10.449713468551636,,0.1,((0.02 + (0.005 * (-0.043264314038292014 + (1.0227224598746503 * x_0)))) * (((26.0 * (-0.03206380168427523 + (0.9877428384944221 * x_3))) + ((-0.1 + (60.0 * sin(((0.7000000000000001 + (-1.6 * (-0.02308872793518898 + (1.0310028958909718 * x_1)))) + (0.01 + (-1.4000000000000001 * (-0.043264314038292014 + (1.0227224598746503 * x_0)))))))) + (-9.0 + (-25.0 * (-0.05715499640265298 + (0.9507785937602312 * x_2)))))) + ((0.3 + (8.0 * (0.04487244154167024 + (0.9667189833408681 * x_4)))) + ((0.01 + (-0.2 * (-0.01060423110845112 + (1.0251295848097435 * x_8)))) + ((0.001 + (0.01 * (-0.10240413058209644 + (0.9803959075788435 * x_9)))) * ((0.060000000000000005 + (0.060000000000000005 * (0.10809595603871229 + (1.0624136403325424 * x_5)))) + ((0.060000000000000005 + (0.08 * (-0.04496677019937933 + (1.0191986288929233 * x_7)))) + (-0.08 + (0.08 * (-0.04765413568781236 + (0.9856253019329347 * x_6))))))))))),(-0.0051136122993732516*x_0 - 0.01978367842980854)*(23.76946484400578*x_2 - 25.68131380085497*x_3 - 7.733751866726945*x_4 + 0.20502591696194871*x_8 - (0.009803959075788435*x_9 - 2.40413058209644e-5)*(0.063744818419952549*x_5 + 0.07885002415463478*x_6 + 0.081535890311433866*x_7 + 0.039076084891347411) + 60.0*sin(1.4318114438245105*x_0 + 1.649604633425555*x_1 - 0.80751200434991129) + 7.833683555169779)
608_fri_c3_1000_10,ok,10,NoRef,0.5769251833068627,0.704353107986545,58,58,58,21.88409185409546,,0.1,((-0.3 + (0.4 * (0.03929049529360136 + (1.0101045661619172 * x_3)))) + ((0.02 + (0.01 * (-0.11377932602934616 + (1.0194947829765149 * x_1)))) * ((0.01 + (60.0 * sin(((0.6 + (-2.0 * (-0.11377932602934616 + (1.0194947829765149 * x_1)))) + (-0.3 + (-1.4000000000000001 * (-0.12080387897699611 + (1.046689364019702 * x_0)))))))) + ((0.001 + (-0.1 * (-0.07485137802023327 + (0.928236161918507 * x_4)))) * ((-90.0 + (-0.01 * (-0.024700608534952977 + (1.0178478008506844 * x_5)))) + ((-0.01 + (0.01 * (0.09997004958074049 + (0.9725437086252088 * x_8)))) + ((-0.01 + (0.02 * (0.025411185636871135 + (1.0085861129114744 * x_7)))) + ((0.030000000000000002 + (0.002 * (0.0037480437197946344 + (1.0171997847210195 * x_6)))) + ((-0.01 + (0.002 * (-0.06915440631011427 + (1.0059132552759904 * x_9)))) + (0.02 + (-0.05 * (-0.09009695051222572 + (0.9667130737789161 * x_2))))))))))))),0.4040418264647669*x_3 + (0.010194947829765149*x_1 + 0.018862206739706539)*((0.008485137802023327 - 0.0928236161918507*x_4)*(-0.04833565368894581*x_2 - 0.010178478008506844*x_5 + 0.002034399569442039*x_6 + 0.020171722258229488*x_7 + 0.009725437086252088*x_8 + 0.0020118265105519808*x_9 - 89.973871034905675) - 60.0*sin(1.4653651096275829*x_0 + 2.0389895659530298*x_1 - 0.69668408262648688) + 0.01) - 0.2842838018825594
609_fri_c0_1000_5,ok,5,NoRef,0.559395670740999,0.674646511969266,70,72,70,10.977928400039673,,0.1,((((0.0181 * cos((94.3 + (-0.056662208270947687 + (1.0093749014959992 * x_1))))) * ((34.7 + (51.7 * (-0.03328608761079923 + (0.9930031921598278 * x_0)))) - ((0.064 + (-54.800000000000004 * (-0.056662208270947687 + (1.0093749014959992 * x_1)))) + (4.58 + (0.00486 * (0.18580190968182023 + (0.9780250034598157 * x_4))))))) + (0.00397 + (0.524 * (0.15003226178161752 + (1.0307127080102405 * x_3))))) - (0.5730000000000001 + (0.681 * cos(((-0.0261 + (-0.7000000000000001 * (0.18580190968182023 + (0.9780250034598157 * x_4)))) - (23.400000000000002 + (-0.497 * sqrt(((0.9690000000000001 + (9.950000000000001 * abs(((-0.00741 + (-0.5800000000000001 * (-0.026199140277906246 + (1.011143035371021 * x_2)))) - (0.00061 + (-0.645 * (-0.03328608761079923 + (0.9930031921598278 * x_0)))))))) * (3.69 + (-1.55 * (-0.056662208270947687 + (1.0093749014959992 * x_1))))))))))))),0.54009345899736604*x_3 + (0.9292225971274022*x_0 + 1.0011787772958518*x_1 - 8.603294745434615e-5*x_4 + 0.45664702240586783)*cos(1.0093749014959992*x_1 + 94.243337791729049) - 0.681*cos(0.6846175024218711*x_4 - 0.497*sqrt(3.7778264228199689 - 1.5645310973187988*x_1)*sqrt(9.950000000000001*Abs(-0.640487058943089*x_0 + 0.5864629605151923*x_2 + 0.014294025147779879) + 0.9690000000000001) + 23.556161336777276) - 0.49041309482643252
611_fri_c3_100_5,ok,5,NoRef,0.6255278772681786,0.6088738756588961,53,43,53,9.505739450454712,,0.1,((0.02 + (0.01 * (-5.485044449520766e-09 + (1.0050378211517923 * x_1)))) * ((-0.01 + (25.0 * (2.2651548670983395e-09 + (1.0050378215807587 * x_3)))) + ((-0.01 + (-40.0 * sin((2.7 * (-5.485044449520766e-09 + (1.0050378211517923 * x_1)))))) + (-0.030000000000000002 + (-41.800000000000004 * cos(((0.7000000000000001 + (-1.8 * (3.3696518741937506e-10 + (1.0050378176809236 * x_0)))) + (0.3 + (0.3 * inv(((0.8 + (8.0 * (-1.4882628954172861e-09 + (1.0050378087527534 * x_4)))) + (-0.9 + (-6.0 * (7.488115246346441e-11 + (1.0050378153667796 * x_2))))))))))))))),(-0.010050378211517923*x_1 - 0.01999999994514956)*(-25.125945539518967*x_3 + 40.0*sin(2.7136021171098394*x_1 - 1.480962001370607e-8) + 41.800000000000004*cos(((1.8090680718256625*x_0 - 0.99999999939346275)*(6.0302268922006776*x_2 - 8.0403024700220272*x_4 + 0.10000001235539005) + 0.3)/(6.0302268922006776*x_2 - 8.0403024700220272*x_4 + 0.10000001235539005)) + 0.049999943371128325)
612_fri_c1_1000_5,ok,5,NoRef,0.2380774085028261,0.8483242977982652,40,38,40,15.549787521362305,,0.1,((0.01 + (0.9 * sin((-3.0 * (0.05379249346486988 + (0.9813329069621656 * x_1)))))) + ((0.01 + (0.004 * (0.05379249346486988 + (0.9813329069621656 * x_1)))) * ((0.030000000000000002 + (30.0 * (-0.1259509009120862 + (1.0224742268874492 * x_4)))) - ((-40.0 + (90.0 * (0.05379249346486988 + (0.9813329069621656 * x_1)))) + ((-0.001 + (-40.0 * (-0.0455437593761508 + (0.9567051152908453 * x_3)))) + ((-0.001 + (20.0 * (0.02499164981509785 + (0.963922001685239 * x_2)))) + (-0.001 + (0.2 * (0.058764461739031826 + (0.9941862663105345 * x_0)))))))))),-(0.003925331627848662*x_1 + 0.01021516997385948)*(0.1988372532621069*x_0 + 88.31996162659491*x_1 + 19.2784400337048*x_2 - 38.26820461163381*x_3 - 30.674226806623476*x_4 - 29.07981229710333) - 0.9*sin(2.943998720886497*x_1 + 0.1613774803946096) + 0.01
613_fri_c3_250_5,ok,5,BFGS,0.00012831242778166274,0.9801375293506511,68,68,68,10.736642122268677,,0.1,(((0.0007146967167942747 * (-0.011035865820133607 + (1.0097221415593123 * x_2))) - (0.05192299062621382 + (-0.0023071597881195263 * (-0.0023800517403783196 + (1.0247486200671985 * x_4))))) + (((0.0006093143600160494 * (-0.00583196890049992 + (0.9920083120873421 * x_0))) - ((((-0.5861050402473008 + (-0.16288063789479823 * (0.011376775246438027 + (0.9978400925361779 * x_3)))) + ((10.995403630477258 + (0.04725909362986308 * (0.011376775246438027 + (0.9978400925361779 * x_3)))) * (0.13901206906360936 + (0.0075728381703910365 * (-0.028948889952718215 + (1.0093385016897576 * x_1)))))) - (-0.10279495975271491 + (-0.24985912550072983 * (-0.0023800517403783196 + (1.0247486200671985 * x_4))))) * (0.011206564089450572 + (1.0411806759854538 * ((-0.080228081003891 + (-1.6260054536736994 * sin((-16.700011777985193 + (-0.0077904950046704365 * (((-65.60709183680588 + (0.00038382148245577966 * (-0.00583196890049992 + (0.9920083120873421 * x_0)))) + (-0.0015618368059119956 + (-0.00027797499292079474 * (-0.028948889952718215 + (1.0093385016897576 * x_1))))))**3))))))**3)))) + (0.014837009373359404 + (-0.0020351937271677867 * (0.011376775246438027 + (0.9978400925361779 * x_3)))))),0.0006044449098101003*x_0 + 0.00072164509944692437*x_2 - 0.0020307978970461531*x_3 + 0.0023642588091500146*x_4 - (1.0411806759854538*(1.6260054536736994*sin(0.0077904950046704365*(0.00038075410095381937*x_0 - 0.00028057086286189594*x_1 - 65.608647864979262)**3 + 16.700011777985193) - 0.080228081003891)**3 + 0.011206564089450572)*(-0.16252883078929715*x_3 + 0.25604279406806986*x_4 + (0.0076435571324414941*x_1 + 0.13879284380478497)*(0.04715701836079847*x_3 + 10.995941286563835) - 0.48575781455040888) - 0.037126067153607282
615_fri_c4_250_10,ok,10,BFGS,0.15017523277878164,0.911352189262119,72,72,72,17.45593023300171,,0.1,((0.00043017210498901947 + (0.003509491262000358 * abs((((-92.79999897675849 * sin((-3.019986752177039 + (-1.8500317938597715 * (0.008561553372822423 + (1.001972468388772 * x_1)))))) - (((((-0.009799196016363849 * (0.008561553372822423 + (1.001972468388772 * x_1))) - ((-0.46999911065121314 + (0.002079208971454781 * (((0.05849963063660936 + (-55.29999920934465 * (-0.004420436494283208 + (0.9982358793105901 * x_6)))) - (0.003960369363390645 + (-71.99999835491715 * (0.030981082827633125 + (1.0037440958902806 * x_2))))))**2)) + (8.320000889348787 + (0.45799955218858307 * (-0.027894848970115443 + (0.9944293071811292 * x_5)))))) + (82.29999911065121 + (1.2500007037427143 * (0.016849843417703382 + (1.0050181313033926 * x_4))))) * ((-0.3709804750336637 + (-0.023215096287793256 * arctan((-0.9660002320596021 + (-0.004270537525075444 * (-0.01918538936707431 + (0.9784295203960635 * x_9))))))) - (0.004480475033663754 + (-0.6837958157928601 * (0.018442320333777653 + (1.0043892364385394 * x_0)))))) + (0.05370045569531893 + (0.0011001252453154984 * (0.05515174324685588 + (0.9881054953181548 * x_8)))))) + (0.007249544304681081 + (9.749999583226215 * (-0.04174225894742663 + (1.009234310176972 * x_7)))))))) - (0.45910982789501104 + (-0.3339254445908311 * (0.030508266623949246 + (1.0184149844080637 * x_3))))),0.34007467644642699*x_3 + 0.003509491262000358*Abs(9.840034103603073*x_7 - 0.0010870398004344771*x_8 - (0.6867971573040589*x_0 + 0.023215096287793256*atan(0.004178419982492959*x_9 + 0.9659183001343768) - 0.36285016858957871)*(-0.009818524620741507*x_1 + 1.2562733714034284*x_4 - 0.45544817737216008*x_5 - 0.002079208971454781*(72.269573252858005*x_2 - 55.20244333661509*x_6 + 2.5296273085351753)**2 + 74.483751580080697) + 92.79999897675849*sin(1.853680923091383*x_1 + 3.0358258981215878) - 0.45349859255603726) - 0.44849216929392415
617_fri_c3_500_5,ok,5,NoRef,0.4090923297382596,0.7333146583535711,49,49,49,9.736132383346558,,0.1,((-0.1 + (0.4 * (0.03177150349695045 + (1.0457474271073812 * x_3)))) + ((-0.1 + (-0.4 * (0.06583752182489036 + (1.0614816774443865 * x_2)))) + ((0.02 + (0.009 * (0.06884697124093933 + (1.0266038989481894 * x_1)))) * ((0.01 + (40.0 * cos(((0.7000000000000001 + (2.5 * (0.06884697124093933 + (1.0266038989481894 * x_1)))) + (-0.1 + (0.6 * (0.06189277847607138 + (1.0463141535655052 * x_0)))))))) + (0.01 + (32.1 * cos((0.7000000000000001 + (1.3 * sin((0.060000000000000005 + (-0.6 * sin((0.8 + (9.9 * (0.07378384716018162 + (1.066710481333945 * x_4))))))))))))))))),-0.42459267097775462*x_2 + 0.4182989708429525*x_3 + (0.0092394350905337039*x_1 + 0.02061962274116845)*(32.1*cos(1.3*sin(0.6*sin(10.56043376520606*x_4 + 1.530460086885798) - 0.060000000000000005) - 0.7000000000000001) + 40.0*cos(0.6277884921393031*x_0 + 2.5665097473704735*x_1 + 0.8092530951879912) + 0.02) - 0.213626407331176
621_fri_c0_100_10,ok,10,NoRef,0.5219280126970641,0.6879616702627687,69,69,69,9.23953628540039,,0.1,((0.00224 + (0.328 * (8.330528184386568e-10 + (1.0050378147807428 * x_4)))) - ((((-0.403 * (3.369651839070239e-09 + (1.0050378086193497 * x_0))) - ((0.496 + (-0.00821 * (5.607351256555068e-09 + (1.0050378092727088 * x_5)))) + ((0.028600000000000004 + (0.095 * log((0.7190000000000001 + (-0.09730000000000001 * (9.734549852333354e-10 + (1.0050378163751326 * x_8))))))) - (0.315 + (-0.51 * (1.4976230557380417e-10 + (1.0050378197078866 * x_1))))))) + ((((0.00492 * (-1.652504178821832e-09 + (1.005037812839098 * x_6))) * (0.00295 + (0.497 * (2.316635645158825e-09 + (1.005037811384345 * x_3))))) + (0.005379999999999999 + (-0.005869999999999999 * (3.5755750494243194e-09 + (1.0050378207899893 * x_7))))) * (-0.008919999999999999 + (2.29 * (2.3868367447602294e-10 + (1.0050378172229721 * x_2)))))) - ((0.00855 + (0.734 * (2.316635645158825e-09 + (1.005037811384345 * x_3)))) - (-0.0010999999999999998 + (-0.661 * sin(((-0.069 + (0.05 * (-5.503764690973492e-09 + (1.0050378132222737 * x_9)))) - (-3.48 + (-29.6 * (9.734549852333354e-10 + (1.0050378163751326 * x_8))))))))))),0.40503023687359795*x_0 + 0.51256928805102218*x_1 + 0.7376977535561092*x_3 + 0.32965240324808365*x_4 - 0.0082513604141289395*x_5 - (2.3015366014406061*x_2 - 0.0089199994534143843)*(-0.0058995720080372362*x_7 + (0.4995037922580195*x_3 + 0.002950001151367916)*(0.004944786039168362*x_6 - 8.130320559803413e-12) + 0.0053799999790113735) + 0.095*log(0.7189999999052829 - 0.097790179533300412*x_8) + 0.661*sin(29.749119364703926*x_8 + 0.050251890661113688*x_9 + 3.411000028539079) + 0.221490003361964
